matrix_generated_at,task_id,acceptance_unit_id,canonical_acceptance_unit_id,independent_unit_contribution,gpu_review_path,npu_progress_path,contract_name,stage,manifest_status,review_status,denominator_eligible,variant_count,verified_variant_count,pending_variant_count,coverage_status,community_test_count,reference_backend,reference_status,required_npu_backend,observed_npu_backend,npu_execution_status,npu_correctness_status,comparison_verdict,repair_status,community_alignment_status,community_alignment_source,community_aligned_scope,community_divergent_scope,community_open_scope,community_alignment_disposition,performance_status,performance_verdict,current_phase,updated_at,manifest_path,npu_result_path,comparison_result_path,performance_evidence_path
2026-09-11T18:53:51+08:00,T-078,AU-post-grad-fuse-addcdiv-to-fma,AU-post-grad-fuse-addcdiv-to-fma,1,,,div+mul+add子图重新融合为addcdiv并按NPU dtype语义生成精确lowering的合同；value=1仅作不命中的bitwise邻接,post_grad,t078-addcdiv-fp16-value1-npu-fixed-gpu-reference-pending,frozen,yes-frozen,6,5,1,verified=5; pending=fp16-value1-bitwise-regression[reference=pending-derived-dtype-and-value-neighbor;npu=fixed-on-device-20260909-bitwise-counter0],2,inductor-default,valid-reference-suite-with-pending-extension,triton_experimental,triton_experimental,passed,passed-for-existing-variants,PERF_NEUTRAL-for-existing-variants,verified-for-existing-variants,PARTIAL_ALIGNED,explicit,FP32 value=1 的社区结构合同在 GPU/NPU 均为不命中 FMA pattern，counter=0，且已验证 compiled/eager 正确性；value!=1 的 FP32/BF16 在 GPU/NPU 均命中 addcdiv 重融合，并保持同设备 eager 语义,GPU FP16 使用 div_rn+FMA 指令合同；NPU FP16 为对齐 NPU eager，在单个 Triton kernel 内显式保留除法和乘法后的 FP16 舍入，不生成 div_rn/FMA,FP16 value=1 的 NPU 普通 div->add 精度回归已修复并真机逐位通过；GPU dtype/value 邻接 reference 尚待补齐,保留经过位级验证的 NPU 专属 FP16 value!=1 addcdiv lowering；value=1 通过 NPU FP16 aten.div.Tensor 舍入边界修复，保持 counter=0 且不伪造 FMA pattern 命中。,measured-retained-verified-variants-only,PERF_NEUTRAL-for-existing-variants,coverage-extension-gpu-reference-pending,2026-09-09T18:05:53+08:00,upstream/t078_manifest.yaml,results/current/AU-post-grad-fuse-addcdiv-to-fma/npu_result.json,results/current/AU-post-grad-fuse-addcdiv-to-fma/comparison_result.json,results/current/T-078/performance_summary.json
2026-09-11T18:53:51+08:00,T-078,AU-post-grad-reuse-partial,AU-post-grad-reuse-partial,1,,,大输入 partial reduction 复用于 full reduction 的 post-grad 合同,post_grad,t078-addcdiv-fp16-value1-npu-fixed-gpu-reference-pending,frozen,yes-frozen,5,5,0,fully-covered,2,inductor-default,valid-reference-suite,triton_experimental,triton_experimental,passed,passed,PERF_MIXED,verified,PENDING_REVIEW,legacy-missing-explicit,,,历史结果缺少显式社区对齐范围，需在后续再认证时补录,保留原功能/性能结论，但不得据此外推为完全社区对齐,measured-retained-shape-dependent,PERF_MIXED,functional-comparison-closed,2026-09-09T18:05:53+08:00,upstream/t078_manifest.yaml,results/current/AU-post-grad-reuse-partial/npu_result.json,results/current/AU-post-grad-reuse-partial/comparison_result.json,results/current/T-078/performance_summary.json
2026-09-11T18:53:51+08:00,T-078,AU-post-grad-unfuse-bias-add-to-pointwise,AU-post-grad-unfuse-bias-add-to-pointwise,1,,,有 pointwise 消费者时将 bias addmm 拆为 mm 与 pointwise bias 的合同,post_grad,t078-addcdiv-fp16-value1-npu-fixed-gpu-reference-pending,frozen,yes-frozen,8,8,0,fully-covered,6,inductor-default,valid-reference-suite,triton_experimental,triton_experimental,passed,passed,EXPECTED_PRODUCT_DIVERGENCE,verified,PENDING_REVIEW,legacy-missing-explicit,,,历史结果缺少显式社区对齐范围，需在后续再认证时补录,保留原功能/性能结论，但不得据此外推为完全社区对齐,measured-candidate-rejected-explicitly-disabled,PERF_REGRESSED,functional-comparison-closed,2026-09-09T18:05:53+08:00,upstream/t078_manifest.yaml,results/current/AU-post-grad-unfuse-bias-add-to-pointwise/npu_result.json,results/current/AU-post-grad-unfuse-bias-add-to-pointwise/comparison_result.json,results/current/T-078/performance_summary.json
2026-09-11T18:53:51+08:00,T-078,AU-post-grad-unfuse-bias-baddbmm-to-pointwise,AU-post-grad-unfuse-bias-baddbmm-to-pointwise,1,,,有 pointwise 消费者时将 broadcast-bias baddbmm 拆为 bmm 与 pointwise bias 的合同,post_grad,t078-addcdiv-fp16-value1-npu-fixed-gpu-reference-pending,frozen,yes-frozen,4,4,0,fully-covered,2,inductor-default,valid-reference-suite,triton_experimental,triton_experimental,passed,passed,PERF_MIXED,verified,PENDING_REVIEW,legacy-missing-explicit,,,历史结果缺少显式社区对齐范围，需在后续再认证时补录,保留原功能/性能结论，但不得据此外推为完全社区对齐,measured-selective-product-gate,PERF_MIXED,functional-comparison-closed,2026-09-09T18:05:53+08:00,upstream/t078_manifest.yaml,results/current/AU-post-grad-unfuse-bias-baddbmm-to-pointwise/npu_result.json,results/current/AU-post-grad-unfuse-bias-baddbmm-to-pointwise/comparison_result.json,results/current/T-078/performance_summary.json
2026-09-11T18:53:51+08:00,T-079,AU-joint-graph-bmm-to-mm,AU-joint-graph-bmm-to-mm,1,,,batch size 为 1 时把 bmm 降为 squeeze-mm-unsqueeze 的合同,joint_graph,t079-formally-closed,formally-closed,yes-frozen,2,2,0,fully-covered,1,inductor-default,valid-reference-suite,triton_experimental,triton_experimental,passed,passed,EXPECTED_PRODUCT_DIVERGENCE,verified,PENDING_REVIEW,legacy-missing-explicit,,,历史结果缺少显式社区对齐范围，需在后续再认证时补录,保留原功能/性能结论，但不得据此外推为完全社区对齐,measured-regressed-product-disabled,PERF_REGRESSED,functional-comparison-closed,2026-09-07T18:52:00+08:00,upstream/t079_manifest.yaml,results/current/AU-joint-graph-bmm-to-mm/npu_result.json,results/current/AU-joint-graph-bmm-to-mm/comparison_result.json,results/current/T-079/performance_summary.json
2026-09-11T18:53:51+08:00,T-079,AU-post-grad-cat-slice-cat,AU-post-grad-cat-slice-cat,1,,,复用首个 cat 输入把 cat→slice→cat 折为单次 cat 的 lowering 合同,post_grad,t079-formally-closed,formally-closed,yes-frozen,3,3,0,fully-covered,1,inductor-default,valid-reference-suite,triton_experimental,triton_experimental,passed,passed,PERF_IMPROVED,not-needed,PENDING_REVIEW,legacy-missing-explicit,,,历史结果缺少显式社区对齐范围，需在后续再认证时补录,保留原功能/性能结论，但不得据此外推为完全社区对齐,measured-improved-retained,PERF_IMPROVED,functional-comparison-closed,2026-09-07T18:52:00+08:00,upstream/t079_manifest.yaml,results/current/AU-post-grad-cat-slice-cat/npu_result.json,results/current/AU-post-grad-cat-slice-cat/comparison_result.json,results/current/T-079/performance_summary.json
2026-09-11T18:53:51+08:00,T-079,AU-post-grad-splitwithsizes-cat-replace,AU-post-grad-splitwithsizes-cat-replace,1,,,完整且同序的 split_with_sizes→getitem→cat 消除为原输入的合同,post_grad,t079-formally-closed,formally-closed,yes-frozen,4,4,0,fully-covered,1,inductor-default,valid-reference-suite,triton_experimental,triton_experimental,passed,passed,PERF_IMPROVED,not-needed,PENDING_REVIEW,legacy-missing-explicit,,,历史结果缺少显式社区对齐范围，需在后续再认证时补录,保留原功能/性能结论，但不得据此外推为完全社区对齐,measured-improved-retained,PERF_IMPROVED,functional-comparison-closed,2026-09-07T18:52:00+08:00,upstream/t079_manifest.yaml,results/current/AU-post-grad-splitwithsizes-cat-replace/npu_result.json,results/current/AU-post-grad-splitwithsizes-cat-replace/comparison_result.json,results/current/T-079/performance_summary.json
2026-09-11T18:53:51+08:00,T-079,AU-post-grad-cat-splitwithsizes-replace,AU-post-grad-cat-splitwithsizes-replace,1,,,cat 后按原输入边界 split_with_sizes 时消除 cat/split 的合同,post_grad,t079-formally-closed,formally-closed,yes-frozen,5,5,0,fully-covered,1,inductor-default,valid-reference-suite,triton_experimental,triton_experimental,passed,passed,PERF_IMPROVED,not-needed,PENDING_REVIEW,legacy-missing-explicit,,,历史结果缺少显式社区对齐范围，需在后续再认证时补录,保留原功能/性能结论，但不得据此外推为完全社区对齐,measured-improved-retained,PERF_IMPROVED,functional-comparison-closed,2026-09-07T18:52:00+08:00,upstream/t079_manifest.yaml,results/current/AU-post-grad-cat-splitwithsizes-replace/npu_result.json,results/current/AU-post-grad-cat-splitwithsizes-replace/comparison_result.json,results/current/T-079/performance_summary.json
2026-09-11T18:53:51+08:00,T-080,AU-joint-graph-scatter-upon-const-tensor,AU-joint-graph-scatter-upon-const-tensor,1,,,把常量 full 上的稀疏 scalar scatter 改写为 pointwise where 的合同,joint_graph,t080-gpu-npu-comparison-performance-and-product-gate-closed,formally-closed-product-gated-after-perf-regression,yes-frozen,8,8,0,fully-covered,8,inductor-default,valid-reference-suite,triton_experimental,triton_experimental,passed,passed,EXPECTED_PRODUCT_DIVERGENCE,verified,PENDING_REVIEW,legacy-missing-explicit,,,历史结果缺少显式社区对齐范围，需在后续再认证时补录,保留原功能/性能结论，但不得据此外推为完全社区对齐,measured-regressed-product-disabled,PERF_REGRESSED,functional-comparison-closed,2026-09-07T20:41:00+08:00,upstream/t080_manifest.yaml,results/current/AU-joint-graph-scatter-upon-const-tensor/npu_result.json,results/current/AU-joint-graph-scatter-upon-const-tensor/comparison_result.json,results/current/T-080/performance_summary.json
2026-09-11T18:53:51+08:00,T-080,AU-post-grad-prepare-softmax,AU-post-grad-prepare-softmax,1,,,把 max/sub/exp/sum softmax 前处理改写为 online-softmax primitive 的合同,post_grad,t080-gpu-npu-comparison-performance-and-product-gate-closed,formally-closed-explicit-product-lowering-disable,yes-frozen,3,3,0,fully-covered,3,inductor-default,valid-reference-suite,triton_experimental,triton_experimental,passed,passed,EXPECTED_PRODUCT_DIVERGENCE,not-needed,PENDING_REVIEW,legacy-missing-explicit,,,历史结果缺少显式社区对齐范围，需在后续再认证时补录,保留原功能/性能结论，但不得据此外推为完全社区对齐,exempt-explicit-product-lowering-disable,PERF_EXEMPT,functional-comparison-closed,2026-09-07T20:41:00+08:00,upstream/t080_manifest.yaml,results/current/AU-post-grad-prepare-softmax/npu_result.json,results/current/AU-post-grad-prepare-softmax/comparison_result.json,results/current/T-080/performance_summary.json
2026-09-11T18:53:51+08:00,T-080,AU-post-grad-move-constructors-to-gpu,AU-post-grad-move-constructors-to-gpu,1,,,安全时把 CPU 中间构造器移动到加速器并保留不可移动依赖的合同,post_grad,t080-gpu-npu-comparison-performance-and-product-gate-closed,formally-closed-performance-neutral,yes-frozen,2,2,0,fully-covered,2,inductor-default,valid-reference-suite,triton_experimental,triton_experimental,passed,passed,PERF_NEUTRAL,not-needed,PENDING_REVIEW,legacy-missing-explicit,,,历史结果缺少显式社区对齐范围，需在后续再认证时补录,保留原功能/性能结论，但不得据此外推为完全社区对齐,measured-neutral-retain-enabled,PERF_NEUTRAL,functional-comparison-closed,2026-09-07T20:41:00+08:00,upstream/t080_manifest.yaml,results/current/AU-post-grad-move-constructors-to-gpu/npu_result.json,results/current/AU-post-grad-move-constructors-to-gpu/comparison_result.json,results/current/T-080/performance_summary.json
2026-09-11T18:53:51+08:00,T-081,AU-joint-graph-constant-fold-uniform-value,AU-joint-graph-constant-fold-uniform-value,1,,,动态形状均匀常量折叠与自指形状保护,joint_graph,gpu-npu-functional-comparison-and-performance-disposition-complete,closed-gpu-npu-performance-reviewed,yes-frozen,4,4,0,fully-covered,2,inductor-default,valid-reference-suite,triton_experimental,triton_experimental,passed,passed,BEHAVIOR_UNCHANGED,not-needed,PENDING_REVIEW,legacy-missing-explicit,,,历史结果缺少显式社区对齐范围，需在后续再认证时补录,保留原功能/性能结论，但不得据此外推为完全社区对齐,measured-improved,PERF_IMPROVED,functional-comparison-closed,2026-09-08T03:12:20.732994+08:00,upstream/t081_manifest.yaml,results/current/T-081/functional/constant-fold-on.json,results/current/T-081/functional/constant-fold-on.json,results/current/T-081/performance_summary.json
2026-09-11T18:53:51+08:00,T-081,AU-joint-graph-pointless-convert,AU-joint-graph-pointless-convert,1,,,无损浮点转换链消除与舍入保护,joint_graph,gpu-npu-functional-comparison-and-performance-disposition-complete,closed-gpu-npu-performance-reviewed,yes-frozen,6,6,0,fully-covered,1,inductor-default,valid-reference-suite,triton_experimental,triton_experimental,passed,passed,BEHAVIOR_UNCHANGED,not-needed,PENDING_REVIEW,legacy-missing-explicit,,,历史结果缺少显式社区对齐范围，需在后续再认证时补录,保留原功能/性能结论，但不得据此外推为完全社区对齐,measured-neutral,PERF_NEUTRAL,functional-comparison-closed,2026-09-08T03:12:20.732994+08:00,upstream/t081_manifest.yaml,results/current/T-081/functional/convert-on.json,results/current/T-081/functional/convert-on.json,results/current/T-081/performance_summary.json
2026-09-11T18:53:51+08:00,T-082,AU-joint-graph-pointless-permute-pair,AU-joint-graph-pointless-permute-pair,1,,,互逆permute消除与中间用户保护,joint_graph,gpu-npu-functional-comparison-and-performance-disposition-complete,closed-gpu-npu-performance-reviewed,yes-frozen,4,4,0,fully-covered,2,inductor-default,valid-reference-suite,triton_experimental,triton_experimental,passed,passed,BEHAVIOR_UNCHANGED,not-needed,PENDING_REVIEW,legacy-missing-explicit,,,历史结果缺少显式社区对齐范围，需在后续再认证时补录,保留原功能/性能结论，但不得据此外推为完全社区对齐,measured-neutral,PERF_NEUTRAL,functional-comparison-closed,2026-09-08T03:12:20.793441+08:00,upstream/t082_manifest.yaml,results/current/T-082/functional/permute-on.json,results/current/T-082/functional/permute-on.json,results/current/T-082/performance_summary.json
2026-09-11T18:53:51+08:00,T-082,AU-joint-graph-pointless-view-pair,AU-joint-graph-pointless-view-pair,1,,,互逆view消除、-1与unbacked动态形状,joint_graph,gpu-npu-functional-comparison-and-performance-disposition-complete,closed-gpu-npu-performance-reviewed,yes-frozen,4,4,0,fully-covered,2,inductor-default,valid-reference-suite,triton_experimental,triton_experimental,passed,passed,BEHAVIOR_UNCHANGED,not-needed,PENDING_REVIEW,legacy-missing-explicit,,,历史结果缺少显式社区对齐范围，需在后续再认证时补录,保留原功能/性能结论，但不得据此外推为完全社区对齐,measured-neutral,PERF_NEUTRAL,functional-comparison-closed,2026-09-08T03:12:20.793441+08:00,upstream/t082_manifest.yaml,results/current/T-082/functional/view-on.json,results/current/T-082/functional/view-on.json,results/current/T-082/performance_summary.json
2026-09-11T18:53:51+08:00,T-083,AU-post-grad-bucket-all-gathers,AU-post-grad-bucket-all-gathers,1,,,post-grad独立all-gather分桶及依赖保护,post_grad,gpu-npu-functional-comparison-and-performance-disposition-complete,closed-gpu-npu-performance-reviewed,yes-frozen,2,2,0,fully-covered,2,inductor-default,valid-reference-suite,triton_experimental,triton_experimental,passed,passed,BEHAVIOR_UNCHANGED,not-needed,PENDING_REVIEW,legacy-missing-explicit,,,历史结果缺少显式社区对齐范围，需在后续再认证时补录,保留原功能/性能结论，但不得据此外推为完全社区对齐,measured-regressed,PERF_REGRESSED,functional-comparison-closed,2026-09-08T03:12:20.868003+08:00,upstream/t083_manifest.yaml,results/current/T-083/functional/all-gather-on.json,results/current/T-083/functional/all-gather-on.json,results/current/T-083/performance_summary.json
2026-09-11T18:53:51+08:00,T-083,AU-post-grad-bucket-all-reduce,AU-post-grad-bucket-all-reduce,1,,,post-grad独立all-reduce分桶,post_grad,gpu-npu-functional-comparison-and-performance-disposition-complete,closed-gpu-npu-performance-reviewed,yes-frozen,1,1,0,fully-covered,1,inductor-default,valid-reference-suite,triton_experimental,triton_experimental,passed,passed,BEHAVIOR_UNCHANGED,not-needed,PENDING_REVIEW,legacy-missing-explicit,,,历史结果缺少显式社区对齐范围，需在后续再认证时补录,保留原功能/性能结论，但不得据此外推为完全社区对齐,measured-improved,PERF_IMPROVED,functional-comparison-closed,2026-09-08T03:12:20.868003+08:00,upstream/t083_manifest.yaml,results/current/T-083/functional/all-reduce-on.json,results/current/T-083/functional/all-reduce-on.json,results/current/T-083/performance_summary.json
2026-09-11T18:53:51+08:00,T-083,AU-post-grad-bucket-reduce-scatters,AU-post-grad-bucket-reduce-scatters,1,,,post-grad reduce-scatter分桶与输出cast,post_grad,gpu-npu-functional-comparison-and-performance-disposition-complete,closed-gpu-npu-performance-reviewed,yes-frozen,3,3,0,fully-covered,1,inductor-default,valid-reference-suite,triton_experimental,triton_experimental,passed,passed,BEHAVIOR_UNCHANGED,not-needed,PENDING_REVIEW,legacy-missing-explicit,,,历史结果缺少显式社区对齐范围，需在后续再认证时补录,保留原功能/性能结论，但不得据此外推为完全社区对齐,measured-mixed,PERF_MIXED,functional-comparison-closed,2026-09-08T03:12:20.868003+08:00,upstream/t083_manifest.yaml,results/current/T-083/functional/reduce-scatter-on.json,results/current/T-083/functional/reduce-scatter-on.json,results/current/T-083/performance_summary.json
2026-09-11T18:53:51+08:00,T-084,AU-post-grad-dedup-reduce-scatters,AU-post-grad-dedup-reduce-scatters,1,,,post-grad线性reduce-scatter去重,post_grad,formally-closed,formally-closed,yes-frozen,1,1,0,fully-covered,1,inductor-default,valid-reference-suite,triton_experimental,triton_experimental,passed,passed,BEHAVIOR_UNCHANGED,not-needed,ALIGNED_WITH_ADAPTER,explicit,线性avg reduce-scatter从2次收敛为1次；两rank数值正确,,GPU原生reference为单rank，NPU补充为真实两rankHCCL,设备/进程组作最小适配；合同与社区一致，性能只按NPU两rank实测判定。,measured-improved,PERF_IMPROVED,formally-closed,2026-09-10T07:33:34+08:00,upstream/t084_manifest.yaml,results/current/T-084/functional/dedup-reduce-scatter.json,results/current/T-084/functional/dedup-reduce-scatter.json,results/current/T-084/performance_summary.json
2026-09-11T18:53:51+08:00,T-085,AU-post-grad-overlap-scheduling-device-put-sync,AU-post-grad-overlap-scheduling-device-put-sync,1,,,overlap scheduling将异步device_put改为同步以阻止脏读,post_grad,formally-closed,formally-closed-performance-mixed,yes-frozen,2,2,0,fully-covered,1,inductor-default,valid-reference-suite,triton_experimental,triton_experimental,passed,passed,BEHAVIOR_UNCHANGED,not-needed,ALIGNED_WITH_ADAPTER,explicit,异步device_put转同步；真实两rank数值与collective顺序,,NPU分析估时使用显式NPU带宽，社区CUDA路径运行时探测CUDA带宽,保留社区安全改写；带宽来源是后端最小适配，不把高方差数据写成收益。,measured-mixed-high-variance,PERF_MIXED,formally-closed,2026-09-10T07:33:34+08:00,upstream/t085_manifest.yaml,results/current/T-085/functional/overlap-device-put.json,results/current/T-085/functional/overlap-device-put.json,results/current/T-085/performance_summary.json
